Doi,Author,Title,PubDate,Journal,Country,ISO_3,YCoordinate,XCoordinate,SamplingStartYear,SamplingEndYear,Species,Pathogen,Species,Strain,ControlStrain,SampleType,Sal_Prevalence,No_sample,No_Isolate,Antimicrobial,AntimicrobialCompound,AntibioticClass,Percent_resistant,Percent_intermediate,Percent_susceptible,Perc_res_inc_intermediate,Perc_res_excl_intermediate,ASTMethod,No_isolates_resistant,No_isolates_intermediate,No_isolates_susceptible,MDR_percentage,Laboratory_guidelines,Conc.ofAMusedforsusceptibilitytest(µg/ µg/ml),SusceptibleBreakpoint,Notes
10.1186/s12866-023-02901-1,Akinyemi et al.2023,"Whole genome sequencing of Salmonella enterica serovars isolated from humans, animals, and the environment in Lagos, Nigeria.",2023,BMC microbiology,Nigeria,NGA,6.534627,3.269903,2017,2019,Chicken,Salmonella,,Salmonella Enterica,,Feacal,1.9,2522,48,Ciproflaxin,CIP,Fluoroquinolones,52,34,14,,,Disk Diffusion,25,16,7,,EUCAST,,,
10.1186/s12866-023-02901-1,Akinyemi et al.2023,"Whole genome sequencing of Salmonella enterica serovars isolated from humans, animals, and the environment in Lagos, Nigeria.",2023,BMC microbiology,Nigeria,NGA,6.534627,3.269903,2017,2019,Chicken,Salmonella,,Salmonella Enterica,,Feacal,1.9,2522,48,Moxifloxacin,MFX,Fluoroquinolones,16,31,51,,,Disk Diffusion,8,15,25,,EUCAST,,,
10.1186/s12866-023-02901-1,Akinyemi et al.2023,"Whole genome sequencing of Salmonella enterica serovars isolated from humans, animals, and the environment in Lagos, Nigeria.",2023,BMC microbiology,Nigeria,NGA,6.534627,3.269903,2017,2019,Chicken,Salmonella,,Salmonella Enterica,,Feacal,1.9,2522,48,Aztreonam,AZT,Monobactam,52,48,0,,,Disk Diffusion,25,23,0,,EUCAST,,,
10.1186/s12866-023-02901-1,Akinyemi et al.2023,"Whole genome sequencing of Salmonella enterica serovars isolated from humans, animals, and the environment in Lagos, Nigeria.",2023,BMC microbiology,Nigeria,NGA,6.534627,3.269903,2017,2019,Chicken,Salmonella,,Salmonella Enterica,,Feacal,1.9,2522,48,Ertapenem,ERT,Carbapenem,52,48,0,,,Disk Diffusion,25,23,0,,EUCAST,,,
10.1186/s12866-023-02901-1,Akinyemi et al.2023,"Whole genome sequencing of Salmonella enterica serovars isolated from humans, animals, and the environment in Lagos, Nigeria.",2023,BMC microbiology,Nigeria,NGA,6.534627,3.269903,2017,2019,Chicken,Salmonella,,Salmonella Enterica,,Feacal,1.9,2522,48,Imipenem,IMP,Carbapenem,52,0,48,,,Disk Diffusion,25,0,23,,EUCAST,,,
10.1186/s12866-023-02901-1,Akinyemi et al.2023,"Whole genome sequencing of Salmonella enterica serovars isolated from humans, animals, and the environment in Lagos, Nigeria.",2023,BMC microbiology,Nigeria,NGA,6.534627,3.269903,2017,2019,Chicken,Salmonella,,Salmonella Enterica,,Feacal,1.9,2522,48,Meropenem,MEM,Carbapenem,52,0,48,,,Disk Diffusion,25,0,23,,EUCAST,,,
10.1186/s12866-023-02901-1,Akinyemi et al.2023,"Whole genome sequencing of Salmonella enterica serovars isolated from humans, animals, and the environment in Lagos, Nigeria.",2023,BMC microbiology,Nigeria,NGA,6.534627,3.269903,2017,2019,Chicken,Salmonella,,Salmonella Enterica,,Feacal,1.9,2522,48,Colistin,CST,Polymyxin,52,0,48,,,Disk Diffusion,25,0,23,,EUCAST,,,
10.1186/s12866-023-02901-1,Akinyemi et al.2023,"Whole genome sequencing of Salmonella enterica serovars isolated from humans, animals, and the environment in Lagos, Nigeria.",2023,BMC microbiology,Nigeria,NGA,6.534627,3.269903,2017,2019,Chicken,Salmonella,,Salmonella Enterica,,Feacal,1.9,2522,48,Trimethoprim,TMP,"Sulfonamide, Trimethoprim and Combinations",52,0,48,,,Disk Diffusion,25,0,23,,EUCAST,,,
10.1186/s12866-023-02901-1,Akinyemi et al.2023,"Whole genome sequencing of Salmonella enterica serovars isolated from humans, animals, and the environment in Lagos, Nigeria.",2023,BMC microbiology,Nigeria,NGA,6.534627,3.269903,2017,2019,Chicken,Salmonella,,Salmonella Enterica,,Feacal,1.9,2522,48,Cotrimoxazole,COT,Sulfonamides,52,0,48,,,Disk Diffusion,25,0,23,,EUCAST,,,
10.2147/IDR.S217421,Akinola et al.2019,"Occurrence, Genetic Diversities And Antibiotic Resistance Profiles Of Salmonella Serovars Isolated From Chickens.",2019,Infection and drug resistance,South Africa,ZAF,-26.111572,25.80887,,,Chicken,Salmonella,,,,Feacal,6.6,,55,Ampicillin,AMP,Penicillin ,,,,,,Disk Diffusion,31,10,14,96,CLSI,,,
10.2147/IDR.S217421,Akinola et al.2019,"Occurrence, Genetic Diversities And Antibiotic Resistance Profiles Of Salmonella Serovars Isolated From Chickens.",2019,Infection and drug resistance,South Africa,ZAF,-26.111572,25.80887,,,Chicken,Salmonella,,,,Feacal,6.6,,55,Oxytetracycline,OXT,Tetracycline,,,,,,Disk Diffusion,38,9,8,96,CLSI,,,
10.2147/IDR.S217421,Akinola et al.2019,"Occurrence, Genetic Diversities And Antibiotic Resistance Profiles Of Salmonella Serovars Isolated From Chickens.",2019,Infection and drug resistance,South Africa,ZAF,-26.111572,25.80887,,,Chicken,Salmonella,,,,Feacal,6.6,,55,Ciproflaxin,CIP,Fluoroquinolones,,,,,,Disk Diffusion,17,11,27,96,CLSI,,,
10.2147/IDR.S217421,Akinola et al.2019,"Occurrence, Genetic Diversities And Antibiotic Resistance Profiles Of Salmonella Serovars Isolated From Chickens.",2019,Infection and drug resistance,South Africa,ZAF,-26.111572,25.80887,,,Chicken,Salmonella,,,,Feacal,6.6,,55,Streptomycin,STR,Aminoglycosides,,,,,,Disk Diffusion,52,2,1,96,CLSI,,,
10.2147/IDR.S217421,Akinola et al.2019,"Occurrence, Genetic Diversities And Antibiotic Resistance Profiles Of Salmonella Serovars Isolated From Chickens.",2019,Infection and drug resistance,South Africa,ZAF,-26.111572,25.80887,,,Chicken,Salmonella,,,,Feacal,6.6,,55,Gentamycin,GEN,Aminoglycosides,,,,,,Disk Diffusion,2,1,52,96,CLSI,,,
10.2147/IDR.S217421,Akinola et al.2019,"Occurrence, Genetic Diversities And Antibiotic Resistance Profiles Of Salmonella Serovars Isolated From Chickens.",2019,Infection and drug resistance,South Africa,ZAF,-26.111572,25.80887,,,Chicken,Salmonella,,,,Feacal,6.6,,55,Cotrimoxazole,COT,Sulfonamides,,,,,,Disk Diffusion,43,0,12,96,CLSI,,,
10.2147/IDR.S217421,Akinola et al.2019,"Occurrence, Genetic Diversities And Antibiotic Resistance Profiles Of Salmonella Serovars Isolated From Chickens.",2019,Infection and drug resistance,South Africa,ZAF,-26.111572,25.80887,,,Chicken,Salmonella,,,,Feacal,6.6,,55,Chloromphenicols,CHL,Amphenicols,,,,,,Disk Diffusion,7,8,40,96,CLSI,,,
10.2147/IDR.S217421,Akinola et al.2019,"Occurrence, Genetic Diversities And Antibiotic Resistance Profiles Of Salmonella Serovars Isolated From Chickens.",2019,Infection and drug resistance,South Africa,ZAF,-26.111572,25.80887,,,Chicken,Salmonella,,,,Feacal,6.6,,55,Erythromycin,ERY,Macrolides,,,,,,Disk Diffusion,55,0,0,96,CLSI,,,
10.2147/IDR.S217421,Akinola et al.2019,"Occurrence, Genetic Diversities And Antibiotic Resistance Profiles Of Salmonella Serovars Isolated From Chickens.",2019,Infection and drug resistance,South Africa,ZAF,-26.111572,25.80887,,,Chicken,Salmonella,,,,Feacal,6.6,,55,Norfloxacin,NOR,Fluoroquinolones,,,,,,Disk Diffusion,27,5,23,96,CLSI,,,
10.2147/IDR.S217421,Akinola et al.2019,"Occurrence, Genetic Diversities And Antibiotic Resistance Profiles Of Salmonella Serovars Isolated From Chickens.",2019,Infection and drug resistance,South Africa,ZAF,-26.111572,25.80887,,,Chicken,Salmonella,,,,Feacal,6.6,,55,Cefalothin,CFL,1st generation Cephalosporin,,,,,,Disk Diffusion,19,15,21,96,CLSI,,,
10.2147/IDR.S217421,Akinola et al.2019,"Occurrence, Genetic Diversities And Antibiotic Resistance Profiles Of Salmonella Serovars Isolated From Chickens.",2019,Infection and drug resistance,South Africa,ZAF,-26.111572,25.80887,,,Chicken,Salmonella,,,,Feacal,6.6,,55,Nalidixic acid,NAL,Fluoroquinolones,,,,,,Disk Diffusion,26,5,24,96,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Cattle,Salmonella,,,,Feacal,31.8,,11,Ampicillin,AMP,Penicillin ,,,,,,Disk Diffusion,3,0,8,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Cattle,Salmonella,,,,Feacal,31.8,,11,Cefalothin,CFL,1st generation Cephalosporin,,,,,,Disk Diffusion,1,0,10,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Cattle,Salmonella,,,,Feacal,31.8,,11,Nalidixic acid,NAL,Fluoroquinolones,,,,,,Disk Diffusion,3,0,8,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Cattle,Salmonella,,,,Feacal,31.8,,11,Cotrimoxazole,COT,Sulfonamides,,,,,,Disk Diffusion,2,0,9,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Cattle,Salmonella,,,,Feacal,31.8,,11,Norfloxacin,NOR,Fluoroquinolones,,,,,,Disk Diffusion,3,0,8,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Cattle,Salmonella,,,,Feacal,31.8,,11,Ciproflaxin,CIP,Fluoroquinolones,,,,,,Disk Diffusion,3,0,8,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Cattle,Salmonella,,,,Feacal,31.8,,11,Tetracycline,TET,Tetracycline,,,,,,Disk Diffusion,6,0,5,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Cattle,Salmonella,,,,Feacal,31.8,,11,Minocycline,MIN,Tetracycline,,,,,,Disk Diffusion,6,0,5,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Cattle,Salmonella,,,,Feacal,31.8,,11,Gentamycin,GEN,Aminoglycosides,,,,,,Disk Diffusion,0,0,11,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Cattle,Salmonella,,,,Feacal,31.8,,11,Amoxycillin-cluvanic acid,AMC,Penicillin ,,,,,,Disk Diffusion,1,0,10,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Cattle,Salmonella,,,,Feacal,31.8,,11,Chloromphenicols,CHL,Amphenicols,,,,,,Disk Diffusion,1,0,10,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Cattle,Salmonella,,,,Feacal,31.8,,11,Colistin,CST,Polymyxin,,,,,,Disk Diffusion,0,0,11,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Sheep,Salmonella,,,,Feacal,31.8,,16,Ampicillin,AMP,Penicillin ,,,,,,Disk Diffusion,0,0,16,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Sheep,Salmonella,,,,Feacal,31.8,,16,Cefalothin,CFL,1st generation Cephalosporin,,,,,,Disk Diffusion,0,0,16,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Sheep,Salmonella,,,,Feacal,31.8,,16,Nalidixic acid,NAL,Fluoroquinolones,,,,,,Disk Diffusion,0,0,16,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Sheep,Salmonella,,,,Feacal,31.8,,16,Cotrimoxazole,COT,Sulfonamides,,,,,,Disk Diffusion,0,0,16,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Sheep,Salmonella,,,,Feacal,31.8,,16,Norfloxacin,NOR,Fluoroquinolones,,,,,,Disk Diffusion,0,0,16,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Sheep,Salmonella,,,,Feacal,31.8,,16,Ciproflaxin,CIP,Fluoroquinolones,,,,,,Disk Diffusion,0,0,16,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Sheep,Salmonella,,,,Feacal,31.8,,16,Tetracycline,TET,Tetracycline,,,,,,Disk Diffusion,1,0,15,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Sheep,Salmonella,,,,Feacal,31.8,,16,Minocycline,MIN,Tetracycline,,,,,,Disk Diffusion,1,0,15,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Sheep,Salmonella,,,,Feacal,31.8,,16,Gentamycin,GEN,Aminoglycosides,,,,,,Disk Diffusion,0,0,16,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Sheep,Salmonella,,,,Feacal,31.8,,16,Amoxycillin-cluvanic acid,AMC,Penicillin ,,,,,,Disk Diffusion,0,0,16,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Sheep,Salmonella,,,,Feacal,31.8,,16,Chloromphenicols,CHL,Amphenicols,,,,,,Disk Diffusion,0,0,16,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Sheep,Salmonella,,,,Feacal,31.8,,16,Colistin,CST,Polymyxin,,,,,,Disk Diffusion,0,0,16,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Chicken,Salmonella,,,,Feacal,31.8,,34,Ampicillin,AMP,Penicillin ,,,,,,Disk Diffusion,0,0,34,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Chicken,Salmonella,,,,Feacal,31.8,,34,Cefalothin,CFL,1st generation Cephalosporin,,,,,,Disk Diffusion,0,0,34,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Chicken,Salmonella,,,,Feacal,31.8,,34,Nalidixic acid,NAL,Fluoroquinolones,,,,,,Disk Diffusion,8,0,26,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Chicken,Salmonella,,,,Feacal,31.8,,34,Cotrimoxazole,COT,Sulfonamides,,,,,,Disk Diffusion,0,0,34,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Chicken,Salmonella,,,,Feacal,31.8,,34,Norfloxacin,NOR,Fluoroquinolones,,,,,,Disk Diffusion,4,0,30,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Chicken,Salmonella,,,,Feacal,31.8,,34,Ciproflaxin,CIP,Fluoroquinolones,,,,,,Disk Diffusion,4,0,30,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Chicken,Salmonella,,,,Feacal,31.8,,34,Tetracycline,TET,Tetracycline,,,,,,Disk Diffusion,1,0,33,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Chicken,Salmonella,,,,Feacal,31.8,,34,Minocycline,MIN,Tetracycline,,,,,,Disk Diffusion,1,0,33,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Chicken,Salmonella,,,,Feacal,31.8,,34,Gentamycin,GEN,Aminoglycosides,,,,,,Disk Diffusion,0,0,34,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Chicken,Salmonella,,,,Feacal,31.8,,34,Amoxycillin-cluvanic acid,AMC,Penicillin ,,,,,,Disk Diffusion,0,0,34,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Chicken,Salmonella,,,,Feacal,31.8,,34,Chloromphenicols,CHL,Amphenicols,,,,,,Disk Diffusion,0,0,34,7,CLSI,,,
10.1556/030.66.2019.034,Ajayi et al.2019,"Molecular diversity and antibiotic resistance gene profile of Salmonella enterica serovars isolated from humans and food animals in Lagos, Nigeria.",2019,Acta microbiologica et immunologica Hungarica,Nigeria,NGA,6.534627,3.269903,2016,2017,Chicken,Salmonella,,,,Feacal,31.8,,34,Colistin,CST,Polymyxin,,,,,,Disk Diffusion,0,0,34,7,CLSI,,,
10.4102/ojvr.v86i1.1667,Ahmed et al.2019,"Salmonellosis: Serotypes, prevalence and multi-drug resistant profiles of Salmonella enterica in selected poultry farms, Kwara State, North Central  Nigeria.",2019,The Onderstepoort journal of veterinary research,Nigeria,NGA,8.430027,4.455533,2017,2017,Chicken,Salmonella,,Salmonella Agama,,Cloacal,6.4,35,16,Ampicillin,AMP,Penicillin ,,,,,,Disk Diffusion,16,0,0,100,CLSI,,,
10.4102/ojvr.v86i1.1667,Ahmed et al.2019,"Salmonellosis: Serotypes, prevalence and multi-drug resistant profiles of Salmonella enterica in selected poultry farms, Kwara State, North Central  Nigeria.",2019,The Onderstepoort journal of veterinary research,Nigeria,NGA,8.430027,4.455533,2017,2017,Chicken,Salmonella,,Salmonella Agama,,Cloacal,6.4,35,16,Chloromphenicols,CHL,Amphenicols,,,,,,Disk Diffusion,8,0,8,100,CLSI,,,
10.4102/ojvr.v86i1.1667,Ahmed et al.2019,"Salmonellosis: Serotypes, prevalence and multi-drug resistant profiles of Salmonella enterica in selected poultry farms, Kwara State, North Central  Nigeria.",2019,The Onderstepoort journal of veterinary research,Nigeria,NGA,8.430027,4.455533,2017,2017,Chicken,Salmonella,,Salmonella Agama,,Cloacal,6.4,35,16,Ceftazadime,CAZ,3rd generation Cephalosporin,,,,,,Disk Diffusion,16,0,0,100,CLSI,,,
10.4102/ojvr.v86i1.1667,Ahmed et al.2019,"Salmonellosis: Serotypes, prevalence and multi-drug resistant profiles of Salmonella enterica in selected poultry farms, Kwara State, North Central  Nigeria.",2019,The Onderstepoort journal of veterinary research,Nigeria,NGA,8.430027,4.455533,2017,2017,Chicken,Salmonella,,Salmonella Agama,,Cloacal,6.4,35,16,Ciproflaxin,CIP,Fluoroquinolones,,,,,,Disk Diffusion,8,0,8,100,CLSI,,,
10.4102/ojvr.v86i1.1667,Ahmed et al.2019,"Salmonellosis: Serotypes, prevalence and multi-drug resistant profiles of Salmonella enterica in selected poultry farms, Kwara State, North Central  Nigeria.",2019,The Onderstepoort journal of veterinary research,Nigeria,NGA,8.430027,4.455533,2017,2017,Chicken,Salmonella,,Salmonella Agama,,Cloacal,6.4,35,16,Gentamycin,GEN,Aminoglycosides,,,,,,Disk Diffusion,8,0,8,100,CLSI,,,
10.4102/ojvr.v86i1.1667,Ahmed et al.2019,"Salmonellosis: Serotypes, prevalence and multi-drug resistant profiles of Salmonella enterica in selected poultry farms, Kwara State, North Central  Nigeria.",2019,The Onderstepoort journal of veterinary research,Nigeria,NGA,8.430027,4.455533,2017,2017,Chicken,Salmonella,,Salmonella Agama,,Cloacal,6.4,35,16,Cefotaxime,CTX,3rd generation Cephalosporin,,,,,,Disk Diffusion,16,0,0,100,CLSI,,,
10.4102/ojvr.v86i1.1667,Ahmed et al.2019,"Salmonellosis: Serotypes, prevalence and multi-drug resistant profiles of Salmonella enterica in selected poultry farms, Kwara State, North Central  Nigeria.",2019,The Onderstepoort journal of veterinary research,Nigeria,NGA,8.430027,4.455533,2017,2017,Chicken,Salmonella,,Salmonella Agama,,Cloacal,6.4,35,16,Neomycin,NEO,Aminoglycosides,,,,,,Disk Diffusion,2,0,14,100,CLSI,,,
10.4102/ojvr.v86i1.1667,Ahmed et al.2019,"Salmonellosis: Serotypes, prevalence and multi-drug resistant profiles of Salmonella enterica in selected poultry farms, Kwara State, North Central  Nigeria.",2019,The Onderstepoort journal of veterinary research,Nigeria,NGA,8.430027,4.455533,2017,2017,Chicken,Salmonella,,Salmonella Agama,,Cloacal,6.4,35,16,Nalidixic acid,NAL,Fluoroquinolones,,,,,,Disk Diffusion,11,0,5,100,CLSI,,,
10.4102/ojvr.v86i1.1667,Ahmed et al.2019,"Salmonellosis: Serotypes, prevalence and multi-drug resistant profiles of Salmonella enterica in selected poultry farms, Kwara State, North Central  Nigeria.",2019,The Onderstepoort journal of veterinary research,Nigeria,NGA,8.430027,4.455533,2017,2017,Chicken,Salmonella,,Salmonella Agama,,Cloacal,6.4,35,16,Sulfisoxazole,SOX,"Sulfonamide, Trimethoprim and Combinations",,,,,,Disk Diffusion,7,0,9,100,CLSI,,,
10.4102/ojvr.v86i1.1667,Ahmed et al.2019,"Salmonellosis: Serotypes, prevalence and multi-drug resistant profiles of Salmonella enterica in selected poultry farms, Kwara State, North Central  Nigeria.",2019,The Onderstepoort journal of veterinary research,Nigeria,NGA,8.430027,4.455533,2017,2017,Chicken,Salmonella,,Salmonella Agama,,Cloacal,6.4,35,16,Streptomycin,STR,Aminoglycosides,,,,,,Disk Diffusion,11,0,5,100,CLSI,,,
